ALX,ALY,ALZ,ARX,ARY,ARZ,EMG0L,EMG1L,EMG2L,EMG3L,EMG4L,EMG5L,EMG6L,EMG7L,EMG0R,EMG1R,EMG2R,EMG3R,EMG4R,EMG5R,EMG6R,EMG7R,GLX,GLY,GLZ,GRX,GRY,GRZ,ORL,OPL,OYL,ORR,OPR,OYR,LHNX,LHNY,LHNZ,RHNX,RHNY,RHNZ,HX,HY,HZ,LTX,LTY,LTZ,RTX,RTY,RTZ,SpineMidX,SpineMidY,SpineMidZ,SpineBaseX,SpineBaseY,SpineBaseZ,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowRightX,ElbowRightY,ElbowRightZ,Myo_Pose_left,Myo_Pose_Right,Kinect_pose_left,Kinect_pose_right
0.08740234,0.9418945,0.3720703,-0.1450195,-0.7265625,0.4848633,10,-40,61,41,7,0,4,9,-4,-5,-3,-3,7,-6,6,0,-53.1875,-53.1875,-53.1875,-10.875,-10.875,-10.875,6.935561,5.058423,2.91969,3.324359,5.034516,5.062868,0.01501858,-0.1603795,1.241854,0.00174786,-0.1305848,1.234795,0.01429616,0.2232274,1.606514,-0.01209559,-0.1269835,1.212971,0.0005115425,-0.1612632,1.218455,0.02322328,-0.2220794,1.566902,0.03055564,-0.5213054,1.510367,-0.1562522,-0.03839648,1.577147,-0.05676114,-0.5144418,1.479823,-0.2071823,-0.2169193,1.478284,0.2438679,-0.1662823,1.419166,NA,NA,NotTracked,NotTracked,
0.06103516,0.871582,0.5483398,0.07861328,-0.8374023,0.5966797,8,18,-16,-6,-5,-3,-2,-8,-1,-3,0,-3,3,-3,-1,-2,-62.1875,-62.1875,-62.1875,-19.9375,-19.9375,-19.9375,6.820763,5.136743,2.898055,3.310869,4.86824,5.093571,0.01505255,-0.1866343,1.249354,0.02887191,-0.09256038,1.242737,0.01407092,0.2231722,1.60657,-0.006976943,-0.1234683,1.215071,0.04979257,-0.1151392,1.210385,0.02325796,-0.2219826,1.566873,0.03026528,-0.5207821,1.510663,-0.1573582,-0.03876326,1.578236,-0.05687547,-0.5140007,1.480175,-0.2090489,-0.2150029,1.487014,0.2288499,-0.1647104,1.399664,NA,NA,NotTracked,NotTracked,
-0.4960938,1.169922,0.5424805,0.3066406,-1.125,0.5029297,-3,-11,3,24,3,5,8,17,-3,-1,-3,-8,4,-5,-9,-2,-6.625,-6.625,-6.625,-10.5,-10.5,-10.5,6.76197,5.283762,2.890979,3.28527,4.717563,5.136872,-0.01840049,-0.2367879,1.248922,0.05434327,-0.0830247,1.248133,0.01381772,0.2232475,1.606625,-0.003924169,-0.2021464,1.254304,0.01477952,-0.04944469,1.275909,0.02334011,-0.2220593,1.566748,0.03012093,-0.520969,1.510633,-0.1568879,-0.03953167,1.578325,-0.0570439,-0.5141693,1.48015,-0.2087036,-0.2167909,1.48906,0.2442943,-0.1775271,1.415108,NA,NA,NotTracked,NotTracked,
-0.7045898,1.23877,0.5449219,0.2880859,-0.9829102,0.7104492,-18,17,76,-13,-14,-6,-5,-3,4,2,2,5,6,3,15,7,24.25,24.25,24.25,33,33,33,6.764402,5.487347,2.8888,3.336769,4.560482,5.131887,-0.02001522,-0.2587832,1.249244,0.07914578,-0.05889433,1.255368,0.01368966,0.2231801,1.606613,0.008886023,-0.2318376,1.273063,0.09480461,-0.02973931,1.2498,0.02353795,-0.2225955,1.566351,0.02980829,-0.52271,1.51021,-0.1563204,-0.04080074,1.578261,-0.05761807,-0.5159296,1.480186,-0.2085845,-0.218394,1.493026,0.2443045,-0.1772891,1.415217,NA,NA,Unknown,NotTracked,
-0.7045898,1.23877,0.5449219,0.2880859,-0.9829102,0.7104492,-18,17,76,-13,-14,-6,-5,-3,4,2,2,5,6,3,15,7,24.25,24.25,24.25,33,33,33,6.764402,5.487347,2.8888,3.336769,4.560482,5.131887,-0.02063506,-0.2749502,1.254545,0.07728461,-0.01880128,1.266101,0.01345864,0.2230163,1.606839,0.004699362,-0.2452504,1.281,0.08696997,0.001751619,1.244789,0.02346441,-0.2237695,1.565887,0.02863527,-0.5272122,1.509505,-0.1560407,-0.04119439,1.578229,-0.05967963,-0.5205864,1.481368,-0.2079486,-0.2196409,1.500412,0.2445582,-0.1754845,1.416306,NA,NA,Unknown,Unknown,
-0.7636719,1.119629,0.5854492,0.1542969,-0.9116211,0.4609375,-14,11,62,42,4,-2,-5,-8,-5,-3,-2,-1,2,-11,-12,-8,35.625,35.625,35.625,18.875,18.875,18.875,6.822602,5.715705,2.899531,3.368802,4.513702,5.11768,-0.02099958,-0.2852254,1.261962,0.09140949,0.02781498,1.281653,0.01338329,0.2230203,1.606879,0.01332929,-0.2538892,1.288895,0.1049347,0.05358578,1.26935,0.02261243,-0.2249684,1.565037,0.02739113,-0.5300547,1.509336,-0.156623,-0.04165949,1.578493,-0.06129602,-0.5231646,1.482069,-0.2066752,-0.2213338,1.500621,0.2465648,-0.1683926,1.419134,NA,NA,Unknown,Unknown,
-0.9936523,0.9501953,0.2626953,0.4023438,-0.7890625,0.5439453,-59,-55,-81,-58,-11,-5,-5,-19,-4,-3,-4,-17,-10,-19,-11,-10,63.25,63.25,63.25,-16.5625,-16.5625,-16.5625,6.891077,6.04128,2.949248,3.363818,4.466588,5.10163,-0.02127525,-0.2934567,1.270409,0.1327139,0.05209718,1.325577,0.01336969,0.2235495,1.606421,0.02209859,-0.2669874,1.2965,0.12971,0.05266165,1.282387,0.02274105,-0.2249472,1.564903,0.02734672,-0.5300719,1.509277,-0.1568004,-0.04174999,1.578487,-0.06146467,-0.5230955,1.481576,-0.2047707,-0.2235249,1.501344,0.2520203,-0.157422,1.420798,NA,NA,Unknown,Unknown,
-0.9052734,0.5727539,0.1850586,0.3955078,-0.8671875,0.4975586,-118,-56,-9,-18,-3,3,-5,-25,1,-1,0,0,23,5,0,-1,93.4375,93.4375,93.4375,-16.3125,-16.3125,-16.3125,7.072259,6.369941,3.077965,3.353694,4.438922,5.068387,-0.02066676,-0.3009693,1.275639,0.1385977,0.09969617,1.366245,0.0138839,0.223834,1.605082,0.02150555,-0.2674774,1.301652,0.1287467,0.1197813,1.304667,0.02303012,-0.2248587,1.564843,0.02738744,-0.5296758,1.509301,-0.1558394,-0.04213198,1.578123,-0.06148674,-0.5221475,1.48076,-0.2043897,-0.2230164,1.504728,0.2622676,-0.1555092,1.420066,NA,NA,Unknown,Unknown,
-0.8222656,0.4018555,0.04589844,0.347168,-0.8310547,0.4970703,51,21,14,4,3,5,-3,14,-5,-2,-2,-4,-6,-15,-15,-7,117.6875,117.6875,117.6875,-6.1875,-6.1875,-6.1875,7.377726,6.634401,3.298446,3.356827,4.423931,5.034188,-0.02053572,-0.3093674,1.2885,0.1503047,0.1944165,1.429915,0.02512314,0.2200125,1.6006,0.0168565,-0.2771695,1.326533,0.1574978,0.2180273,1.377586,0.023993,-0.2242217,1.566109,0.02811211,-0.5282484,1.509073,-0.1525597,-0.04261573,1.577085,-0.06092921,-0.5199419,1.478953,-0.2065898,-0.2237769,1.509864,0.2614926,-0.07133474,1.384806,NA,NA,Open,Unknown,
-0.6381836,0.2856445,-0.03076172,0.3564453,-0.9111328,0.519043,2,3,-2,3,0,-8,-1,-5,2,0,-1,-5,-11,4,4,1,85.25,85.25,85.25,-2.5,-2.5,-2.5,7.723525,6.784918,3.571626,3.365644,4.412084,4.981133,-0.01420107,-0.3100582,1.297629,0.1640157,0.1774353,1.444731,0.03120308,0.219659,1.59853,0.02197204,-0.287255,1.347875,0.1716286,0.2060305,1.396536,0.02505405,-0.2237983,1.565701,0.02907094,-0.527024,1.508842,-0.1513594,-0.04237908,1.576919,-0.05994488,-0.517993,1.477568,-0.206423,-0.223689,1.51135,0.2632189,-0.05232251,1.381926,NA,NA,Open,Unknown,
-0.6381836,0.2856445,-0.03076172,0.3564453,-0.9111328,0.519043,2,3,-2,3,0,-8,-1,-5,2,0,-1,-5,-11,4,4,1,85.25,85.25,85.25,-2.5,-2.5,-2.5,7.723525,6.784918,3.571626,3.365644,4.412084,4.981133,-0.01472957,-0.3105966,1.304294,0.165419,0.188575,1.448177,0.03494995,0.2199312,1.597879,0.02328751,-0.2861215,1.350611,0.1727804,0.2190718,1.402933,0.02577925,-0.2233265,1.565472,0.03006056,-0.5255131,1.508745,-0.1503677,-0.04215766,1.57686,-0.05919411,-0.5162591,1.476854,-0.2065956,-0.2234395,1.51252,0.264644,-0.04246473,1.381502,NA,NA,Open,Unknown,
-0.5175781,0.1923828,-0.175293,0.3134766,-0.8408203,0.5366211,-6,-4,-4,-4,-4,3,18,3,-1,-1,-2,-4,6,-6,1,0,88.5625,88.5625,88.5625,17,17,17,8.067396,6.83307,3.769284,3.391252,4.422554,4.95507,-0.0132343,-0.3103745,1.310438,0.1614652,0.2103332,1.443738,0.03763221,0.2205401,1.597914,0.02473289,-0.2788035,1.347177,0.1695124,0.2402276,1.398875,0.02670771,-0.2226385,1.565175,0.03113044,-0.5238727,1.508492,-0.1491882,-0.04175074,1.576805,-0.05831414,-0.5143834,1.475942,-0.2068203,-0.2229237,1.513734,0.2628249,0.003298686,1.382411,NA,NA,Open,Open,
-0.8603516,0.2338867,-0.3271484,0.3276367,-0.8461914,0.5126953,-12,-1,-1,-3,-3,-2,1,2,-6,-2,-3,-1,-21,2,0,-2,40.25,40.25,40.25,0.1875,0.1875,0.1875,7.935902,6.75842,3.509862,3.406161,4.442656,4.932931,-0.0127361,-0.3099139,1.31593,0.1630123,0.2088043,1.426527,0.03848228,0.2205234,1.597808,0.0245825,-0.2723533,1.343667,0.1720024,0.2364241,1.381909,0.02750869,-0.2218745,1.56504,0.03198865,-0.5222918,1.508486,-0.1485297,-0.04143657,1.576885,-0.05754659,-0.5127802,1.475589,-0.2072397,-0.2226923,1.515508,0.2629786,0.005905826,1.382934,NA,NA,Open,Open,
-0.8803711,0.5688477,-0.09423828,0.3056641,-0.871582,0.5200195,14,18,-38,-54,-16,-7,-3,4,-2,-1,-3,-3,8,0,-7,-4,21.6875,21.6875,21.6875,0,0,0,7.639899,6.673762,3.138593,3.406016,4.459023,4.923145,-0.009889656,-0.3061008,1.319204,0.1683452,0.2624957,1.378054,0.03904458,0.2168957,1.600075,0.02868991,-0.2761511,1.353333,0.1345033,0.2581693,1.433357,0.02870593,-0.2213216,1.564855,0.03398205,-0.520044,1.508297,-0.1483822,-0.04134807,1.576868,-0.05588706,-0.5108708,1.474528,-0.2077162,-0.2230545,1.518209,0.261118,0.01829996,1.384817,NA,NA,Unknown,Open,
0.4819336,0.5595703,1.003418,0.2973633,-0.7841797,0.480957,47,49,-64,20,10,1,2,8,-1,-2,1,-2,-2,6,-4,-1,65.3125,65.3125,65.3125,10.625,10.625,10.625,7.439476,6.587335,2.868497,3.412707,4.484473,4.926072,-0.00916901,-0.3031586,1.31946,0.173848,0.263109,1.370419,0.03871563,0.2156665,1.601482,0.004401728,-0.2798609,1.282614,0.1438411,0.2532443,1.414364,0.02914217,-0.2210542,1.566,0.03472751,-0.5194275,1.508406,-0.1483781,-0.04133457,1.576869,-0.05541483,-0.5105527,1.474469,-0.2075833,-0.2233131,1.519204,0.2611214,0.01819369,1.384831,NA,NA,Unknown,Open,
-0.1850586,0.7871094,0.4047852,0.3183594,-0.8613281,0.5112305,3,16,10,-8,-2,6,-2,2,-3,2,0,-1,3,-7,4,3,-136.3125,-136.3125,-136.3125,11.75,11.75,11.75,7.432443,6.62393,2.98935,3.417295,4.499402,4.950064,-0.007699233,-0.301765,1.31934,0.1731896,0.2619588,1.388563,0.0384618,0.2154705,1.601952,-0.03671322,-0.3140577,1.28744,0.1466743,0.2383585,1.432062,0.02931121,-0.2206048,1.566954,0.0348334,-0.5192518,1.508443,-0.1483658,-0.04133061,1.57688,-0.05533456,-0.5103335,1.474535,-0.207703,-0.2235789,1.520619,0.2610508,0.0177873,1.384736,NA,NA,Unknown,Open,
-1.045898,0.2607422,-0.5913086,0.2768555,-0.7695313,0.5102539,-10,-5,0,-4,-1,-3,12,8,2,0,0,-1,-2,-4,0,1,-12.5625,-12.5625,-12.5625,18.3125,18.3125,18.3125,8.048008,6.824955,3.914418,3.434028,4.496537,4.963588,-0.008494188,-0.2991513,1.316099,0.1606963,0.2098124,1.447681,0.03926922,0.2167909,1.601771,-0.03367592,-0.3153051,1.28362,0.1428646,0.1759922,1.485308,0.02954445,-0.2204397,1.566766,0.03490421,-0.5191297,1.508303,-0.1478073,-0.0412534,1.576895,-0.05533254,-0.5102443,1.474525,-0.2225624,-0.2476163,1.50957,0.2631026,-0.006237088,1.381107,NA,NA,Open,Open,
-1.32666,0.2089844,-0.9658203,0.3056641,-0.7744141,0.4926758,33,21,6,1,2,14,-21,-13,-3,-2,-2,0,5,2,-3,-3,-24.125,-24.125,-24.125,-13.5,-13.5,-13.5,8.337309,6.82137,4.244508,3.423811,4.488168,4.973487,-0.009430918,-0.2986432,1.31469,0.1543304,0.2028057,1.463202,0.04135945,0.2182748,1.60086,-0.001964583,-0.2737582,1.275984,0.1301247,0.1674945,1.482,0.02995023,-0.220525,1.566118,0.03487959,-0.5191531,1.508239,-0.147197,-0.04125782,1.576836,-0.05539581,-0.5102853,1.474571,-0.2235934,-0.2485931,1.509452,0.2588238,0.0003694239,1.379508,NA,NA,Open,Unknown,
-1.088379,0.1757813,-0.7236328,0.3686523,-0.8227539,0.565918,1,-6,-3,1,0,3,0,0,0,-1,0,0,-1,2,-3,-1,26.3125,26.3125,26.3125,-16.625,-16.625,-16.625,8.315449,6.821358,4.194749,3.393039,4.477427,4.973698,-0.009867732,-0.2993337,1.312989,0.1562567,0.2083194,1.443747,0.04250447,0.2187176,1.59963,-0.002176451,-0.2738566,1.276219,0.1342315,0.1788632,1.447613,0.03032749,-0.2204748,1.565754,0.03497732,-0.5191661,1.508177,-0.1468262,-0.04120151,1.57685,-0.05529633,-0.5103043,1.474541,-0.2249672,-0.2512043,1.507499,0.2583475,0.0006699064,1.379155,NA,NA,Open,Unknown,
-0.9033203,0.1582031,-0.5058594,0.3442383,-0.8041992,0.5546875,-6,-7,-11,2,3,-6,-7,-14,-5,-1,1,1,1,5,4,2,60.5625,60.5625,60.5625,-3.0625,-3.0625,-3.0625,7.683404,6.813726,3.396807,3.390161,4.476835,4.973145,-0.009915971,-0.2989217,1.311623,0.1790991,0.2502113,1.359272,0.04174036,0.2172009,1.600773,-6.667164E-05,-0.2745934,1.274239,0.1554618,0.2620223,1.409616,0.03088868,-0.2205902,1.565536,0.03608101,-0.5190336,1.508195,-0.1468069,-0.04117387,1.576897,-0.05438612,-0.5101328,1.474319,-0.2266329,-0.2535707,1.506349,0.2572384,0.002758699,1.379093,NA,NA,Open,Unknown,
0.8027344,0.5268555,1.111328,0.3276367,-0.7485352,0.5292969,14,-12,-15,-38,-13,2,4,4,-1,0,0,5,-6,-10,0,1,119.5,119.5,119.5,9.9375,9.9375,9.9375,7.235782,6.552894,2.74454,3.401462,4.485477,4.991305,-0.01024634,-0.2987927,1.310778,0.1885598,0.2345555,1.343578,0.04042564,0.2161206,1.602129,-0.0005529948,-0.2745575,1.2737,0.1696039,0.2597065,1.387882,0.0310682,-0.2206256,1.565519,0.03646346,-0.5190666,1.508261,-0.1468538,-0.04120212,1.576916,-0.05404029,-0.5102022,1.474407,-0.2275997,-0.255849,1.505378,0.2576944,0.0002499054,1.378934,NA,NA,Unknown,Unknown,
-0.1713867,0.762207,0.4833984,0.3447266,-0.8374023,0.5380859,18,8,23,-1,-4,2,-5,-1,-1,-1,1,5,-2,-5,-1,-2,-157.4375,-157.4375,-157.4375,23.4375,23.4375,23.4375,7.087776,6.504414,2.719222,3.412228,4.487534,5.022503,-0.008991874,-0.2987781,1.309242,0.1937263,0.2057844,1.345495,0.03889216,0.2157983,1.602815,-0.04410331,-0.312623,1.277319,0.1725508,0.1888143,1.39281,0.03110839,-0.2206596,1.565464,0.03649402,-0.5191005,1.508256,-0.1469549,-0.04125855,1.576942,-0.05399688,-0.5102584,1.474457,-0.2283324,-0.2594561,1.503429,0.2609886,-0.011553,1.378822,NA,NA,Unknown,Unknown,
-0.8139648,0.1186523,0.3505859,0.3344727,-0.8081055,0.5078125,-8,31,25,4,0,4,4,1,0,-3,-3,0,1,-7,0,0,-89.625,-89.625,-89.625,24.3125,24.3125,24.3125,6.92204,6.559608,2.789762,3.446342,4.47724,5.066202,-0.01223629,-0.3003829,1.304736,0.1826705,0.1809965,1.367335,0.03621968,0.2173532,1.603289,-0.04283022,-0.3104564,1.27,0.1645753,0.1731561,1.419783,0.03085352,-0.2208662,1.566058,0.03635015,-0.5195848,1.508229,-0.1476812,-0.04133171,1.577387,-0.05409386,-0.5109929,1.474778,-0.226857,-0.2603714,1.500333,0.2648278,-0.06046436,1.383304,NA,NA,Unknown,Unknown,
-1.032715,0.5341797,-0.09130859,0.3188477,-0.8193359,0.5283203,67,39,3,8,3,-6,-8,-2,-1,0,-1,4,23,-8,7,0,-32,-32,-32,9.125,9.125,9.125,6.938981,6.528902,2.847727,3.449964,4.465426,5.086995,-0.01349002,-0.3016471,1.303829,0.1782202,0.1417295,1.362598,0.03474147,0.2181234,1.602968,-0.01232347,-0.2765804,1.263222,0.1594941,0.1332808,1.420105,0.03086541,-0.2210256,1.565827,0.03621212,-0.5199471,1.508225,-0.1480219,-0.04152275,1.577479,-0.05416415,-0.5116622,1.474876,-0.2246929,-0.2589737,1.499851,0.2613668,-0.08468956,1.388333,NA,NA,Unknown,Unknown,
-1.152832,0.7290039,0.008300781,0.4194336,-0.8242188,0.590332,-17,-31,-46,-15,-7,-8,-43,-4,-7,-2,-4,-8,1,-32,-28,-16,-115.75,-115.75,-115.75,-0.5625,-0.5625,-0.5625,6.809953,6.374031,2.820386,3.449134,4.457221,5.095744,-0.01551686,-0.3025189,1.300261,0.1680199,0.1218191,1.353384,0.03356515,0.2188661,1.602806,-0.04312742,-0.3096921,1.263901,0.1527994,0.1108315,1.412423,0.03081971,-0.2212307,1.565366,0.03590202,-0.5204304,1.507948,-0.1479535,-0.04175669,1.577373,-0.05442053,-0.5122666,1.474855,-0.2247239,-0.2588717,1.499961,0.2578628,-0.1114758,1.398349,NA,NA,Unknown,Unknown,
-0.6855469,0.7612305,0.5473633,0.3618164,-0.8359375,0.5952148,-8,9,23,3,-9,-2,8,-11,3,-1,0,1,-10,-3,34,7,-39.875,-39.875,-39.875,1.0625,1.0625,1.0625,6.599957,6.014175,2.686453,3.453366,4.466346,5.100308,-0.01696378,-0.3003119,1.291912,0.1597592,0.0541012,1.292874,0.03114554,0.2198193,1.602631,0.03040715,-0.2815219,1.343625,0.1763943,0.07842276,1.2818,0.03068873,-0.2214099,1.565206,0.03501535,-0.5218561,1.507704,-0.1479665,-0.04216056,1.577292,-0.05527284,-0.5142289,1.475062,-0.2245037,-0.2613059,1.49948,0.2561602,-0.1584433,1.422481,NA,NA,Unknown,Unknown,
-0.3554688,0.8764648,0.5756836,0.3007813,-0.9575195,0.5854492,-3,-31,-52,-18,-9,-2,-5,-2,9,1,-69,-12,8,-2,3,-11,-44.625,-44.625,-44.625,22.1875,22.1875,22.1875,6.546649,5.751786,2.658243,3.47007,4.529333,5.127222,-0.01965296,-0.2943482,1.283984,0.1537155,0.02934196,1.257303,0.0303247,0.2204414,1.60281,0.02780417,-0.3380659,1.3285,0.1874538,0.04462494,1.2672,0.03029236,-0.2217723,1.565257,0.03420484,-0.5236256,1.506936,-0.1481087,-0.04230744,1.577271,-0.0560049,-0.5159925,1.475163,-0.2221449,-0.2638784,1.494968,0.2550966,-0.1692794,1.424744,NA,NA,Closed,Unknown,
