ALX,ALY,ALZ,ARX,ARY,ARZ,EMG0L,EMG1L,EMG2L,EMG3L,EMG4L,EMG5L,EMG6L,EMG7L,EMG0R,EMG1R,EMG2R,EMG3R,EMG4R,EMG5R,EMG6R,EMG7R,GLX,GLY,GLZ,GRX,GRY,GRZ,ORL,OPL,OYL,ORR,OPR,OYR,LHNX,LHNY,LHNZ,RHNX,RHNY,RHNZ,HX,HY,HZ,LTX,LTY,LTZ,RTX,RTY,RTZ,SpineMidX,SpineMidY,SpineMidZ,SpineBaseX,SpineBaseY,SpineBaseZ,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowRightX,ElbowRightY,ElbowRightZ,Myo_Pose_left,Myo_Pose_Right,Kinect_pose_left,Kinect_pose_right
0.1904297,0.6220703,0.6767578,0.5126953,-0.5522461,0.7177734,2,49,127,90,19,9,5,4,-2,-2,-1,-6,-5,6,2,-1,26.6875,26.6875,26.6875,9.9375,9.9375,9.9375,6.420637,4.668956,3.123768,3.774438,4.306757,5.355478,-0.103889,-0.3937241,1.294597,0.08607895,-0.2482879,1.343726,0.03324547,0.2219038,1.599015,-0.1345414,-0.3827029,1.254947,0.1171789,-0.2282632,1.305107,0.02911154,-0.2276549,1.570177,0.03316443,-0.5325477,1.510411,-0.153882,-0.04468881,1.585496,-0.05575477,-0.5236036,1.477421,-0.2017364,-0.2602766,1.567175,0.2748825,-0.2351674,1.551858,NA,NA,Unknown,Closed,
-0.1992188,0.4814453,0.4990234,0.3261719,-0.6791992,0.7080078,-7,-5,46,7,-3,1,2,3,-1,-3,-2,1,11,3,0,4,-16.25,-16.25,-16.25,-5.75,-5.75,-5.75,6.432897,5.352776,3.350497,3.788333,4.540512,5.311868,-0.07407106,-0.3096342,1.258843,0.0521035,-0.07998598,1.35888,0.03266747,0.2219172,1.6006,-0.1092346,-0.3059353,1.246044,0.06891227,-0.0443891,1.373,0.02919137,-0.2272119,1.570201,0.0332706,-0.5325081,1.510834,-0.149923,-0.04350541,1.58351,-0.05549672,-0.523518,1.478135,-0.1983813,-0.2438559,1.555171,0.2643231,-0.2298289,1.498124,NA,NA,Unknown,Unknown,
-0.3168945,0.4394531,0.637207,0.2734375,-0.7158203,0.6787109,7,12,39,19,0,-2,0,3,-4,-3,-5,-13,-20,-16,1,-2,1,1,1,6.75,6.75,6.75,6.497398,5.738015,3.556697,3.800354,4.766099,5.260335,-0.06461646,-0.2676128,1.253131,0.05272232,-0.02533611,1.391505,0.03246377,0.221997,1.601406,-0.0933945,-0.2472448,1.246179,0.08961312,0.002654904,1.406706,0.02894645,-0.226914,1.570148,0.03279362,-0.5330624,1.511068,-0.1489575,-0.04279927,1.58311,-0.05648925,-0.5242657,1.47948,-0.1919487,-0.2464523,1.538129,0.2639443,-0.2285173,1.492966,NA,NA,Closed,Unknown,
-0.2929688,0.4111328,0.3789063,0.1000977,-0.6499023,0.6445313,-10,-35,6,23,8,0,-2,-8,2,2,1,8,36,2,4,8,-2.125,-2.125,-2.125,-33.625,-33.625,-33.625,6.555477,5.904891,3.678071,3.772491,5.049555,5.16641,-0.04483948,-0.1915463,1.257146,0.06827027,0.02668669,1.445617,0.03151362,0.225814,1.603102,-0.07048047,-0.1708167,1.239067,0.110268,0.05165774,1.467,0.02743451,-0.2268006,1.567996,0.03184166,-0.5336393,1.511455,-0.1467956,-0.0419404,1.582212,-0.05874229,-0.5254416,1.484784,-0.1870877,-0.2345466,1.521589,0.223865,-0.198516,1.442974,NA,NA,Unknown,Unknown,
-0.2392578,0.4321289,0.4697266,0.05175781,-0.6928711,0.762207,60,5,-1,-10,-4,-6,-5,4,-1,-1,-4,-16,-33,-2,17,8,32.4375,32.4375,32.4375,-25.75,-25.75,-25.75,6.744192,6.156385,3.945882,3.703485,5.277642,5.074914,-0.03708597,-0.1610039,1.262791,0.07535853,0.02269698,1.455497,0.03120532,0.2258823,1.602924,-0.06364563,-0.129832,1.249881,0.07829852,0.05443865,1.431194,0.02715599,-0.2266113,1.56761,0.03152765,-0.533511,1.511523,-0.145782,-0.04156397,1.581642,-0.05919242,-0.5252328,1.487608,-0.1866773,-0.2284984,1.515903,0.2220165,-0.1970568,1.438537,NA,NA,Unknown,Unknown,
-0.2177734,0.5180664,0.2504883,-0.02490234,-0.6123047,0.6118164,-43,-12,0,2,0,1,4,1,4,2,0,3,-4,-10,-75,-10,-35.9375,-35.9375,-35.9375,-11.5625,-11.5625,-11.5625,6.998744,6.310472,4.334367,3.679343,5.408669,5.02513,-0.02432216,-0.1050958,1.277061,0.06961752,0.02180371,1.458082,0.03065204,0.2250967,1.602898,-0.05597253,-0.07390901,1.269151,0.07790149,0.07513889,1.441,0.02680846,-0.2265944,1.567151,0.03113711,-0.5338278,1.511519,-0.1444695,-0.04093361,1.581142,-0.05949813,-0.5260541,1.489655,-0.1868516,-0.2250136,1.508763,0.2195901,-0.1935252,1.431555,NA,NA,Unknown,Unknown,
-0.2861328,0.4404297,0.2119141,-0.1171875,-0.7026367,0.6293945,-6,-43,-2,-6,-2,0,-1,-1,-6,-6,-6,-8,-7,1,17,1,-45.25,-45.25,-45.25,-10.0625,-10.0625,-10.0625,6.941998,6.254081,4.326306,3.658456,5.520566,4.980302,-0.01615576,-0.07152173,1.283085,0.05579145,0.03088136,1.446508,0.02958221,0.2264093,1.603524,-0.05604995,-0.053748,1.274541,0.09125116,0.0640079,1.452,0.02638436,-0.2259318,1.566313,0.03072718,-0.5345855,1.511304,-0.1443271,-0.04057821,1.581126,-0.05982588,-0.5268838,1.490088,-0.1853769,-0.2243349,1.502897,0.2196582,-0.193553,1.431388,NA,NA,NotTracked,Unknown,
-0.4921875,0.5097656,0.3305664,-0.1948242,-0.5737305,0.5615234,35,-19,-15,-23,-11,1,0,8,-11,-8,-7,-11,-17,-23,-18,-26,-76.125,-76.125,-76.125,0.0625,0.0625,0.0625,6.70905,6.048077,4.141523,3.649526,5.636283,4.941917,-0.0182824,-0.03718677,1.302965,0.0506781,-0.01473338,1.415078,0.02828521,0.2279695,1.604114,-0.06210733,-0.01602792,1.290546,0.07226529,0.03651833,1.393767,0.02684982,-0.2238232,1.564547,0.03087339,-0.5362204,1.510854,-0.144561,-0.04050661,1.581031,-0.0595243,-0.5292057,1.485888,-0.17189,-0.2241704,1.482631,0.2194612,-0.1980397,1.441447,NA,NA,NotTracked,NotTracked,
-0.4213867,0.609375,0.3881836,-0.3701172,-0.6269531,0.4135742,-58,6,47,29,6,0,-3,-7,-11,-4,1,2,-4,0,12,2,-87.9375,-87.9375,-87.9375,-0.5,-0.5,-0.5,6.619099,5.946326,4.071493,3.640465,5.682536,4.92965,-0.02285053,-0.03605891,1.314583,0.05393477,0.008246132,1.37185,0.02779651,0.2273751,1.604856,-0.06230493,0.003141817,1.286852,0.06610505,0.05422531,1.360278,0.02767804,-0.2231829,1.564148,0.03106217,-0.5368993,1.510683,-0.1447743,-0.04046656,1.580886,-0.05923487,-0.5303487,1.481992,-0.1667251,-0.2278378,1.456149,0.218901,-0.1986833,1.447755,NA,NA,NotTracked,NotTracked,
-0.5800781,0.7431641,0.5957031,-0.7646484,-0.5390625,-0.4892578,12,-17,-41,5,0,-2,-4,-5,-3,3,3,-2,-46,-40,-6,-1,-68.3125,-68.3125,-68.3125,-15.0625,-15.0625,-15.0625,6.408919,5.636247,3.865364,3.614435,5.670449,4.956544,-0.001140792,-0.005956156,1.315249,0.0527138,-0.00406626,1.353251,0.02709804,0.2267475,1.605602,-0.05247403,0.01923428,1.2908,0.06309293,0.03976899,1.3445,0.02789184,-0.2227838,1.56487,0.03118036,-0.5369163,1.510575,-0.152702,-0.03913707,1.584294,-0.05864994,-0.5299162,1.479036,-0.1700016,-0.226824,1.464872,0.2230792,-0.2004692,1.458068,NA,NA,NotTracked,NotTracked,
0.06201172,0.8740234,1.541504,-0.05371094,-0.7055664,0.9003906,15,4,4,-2,-8,-1,-2,0,-5,-2,-3,-5,-18,8,0,-1,140.9375,140.9375,140.9375,-38.4375,-38.4375,-38.4375,6.46452,5.506427,3.78887,3.613925,5.509637,4.99221,-0.006270675,-0.03567934,1.297346,0.05839274,-0.008713998,1.355491,0.02555136,0.2248611,1.606674,-0.04383726,-0.03456458,1.256912,0.04417942,-0.03513357,1.31707,0.02780846,-0.2230783,1.565131,0.03121605,-0.537231,1.510214,-0.1513888,-0.03835509,1.583539,-0.05865103,-0.5299745,1.477041,-0.172039,-0.2246728,1.466058,0.2276742,-0.2076081,1.462419,NA,NA,NotTracked,NotTracked,
0.06201172,0.8740234,1.541504,-0.3325195,-0.7924805,0.637207,-15,-5,-28,-31,-6,-5,-18,-10,0,-2,-9,-16,-6,-1,-5,18,140.9375,140.9375,140.9375,-55.375,-55.375,-55.375,6.46452,5.506427,3.78887,3.53422,5.331387,5.093042,-0.00644055,-0.0404084,1.284455,0.0659189,-0.04559273,1.37127,0.02520868,0.2247271,1.606816,-0.02425905,-0.0297343,1.237098,0.03310762,-0.06110331,1.288857,0.02778532,-0.2231388,1.565165,0.03119854,-0.5372871,1.510069,-0.1506538,-0.03798728,1.583128,-0.05866344,-0.5299605,1.476992,-0.1733996,-0.2240008,1.466868,0.2275081,-0.2072854,1.462156,NA,NA,NotTracked,NotTracked,
-0.6396484,0.8920898,0.4790039,-0.046875,-0.7670898,0.7177734,-6,-10,-18,-14,-5,-5,-18,-28,-4,-1,-7,-18,40,15,-1,3,183.125,183.125,183.125,-105.75,-105.75,-105.75,6.651159,5.799941,3.685986,3.44024,5.203301,5.160349,-0.004151644,-0.06428816,1.263478,0.06006116,-0.0224634,1.368354,0.02491151,0.2249468,1.606857,-0.01690406,-0.1012221,1.233688,0.04800355,-0.04661728,1.299167,0.02769189,-0.2228139,1.564998,0.03102184,-0.5371578,1.509902,-0.1500067,-0.03783682,1.582593,-0.05884758,-0.5296826,1.477279,-0.1788347,-0.2206897,1.468506,0.227768,-0.2071364,1.461277,NA,NA,NotTracked,NotTracked,
-0.6396484,0.8920898,0.4790039,-0.046875,-0.7670898,0.7177734,-6,-10,-18,-14,-5,-5,-18,-28,-10,-5,-3,-4,59,20,0,-5,183.125,183.125,183.125,-105.75,-105.75,-105.75,6.651159,5.799941,3.685986,3.44024,5.203301,5.160349,-0.01620979,-0.106654,1.246222,0.06499228,-0.0009070247,1.368761,0.02454555,0.2258417,1.607338,0.003805272,-0.1383334,1.233426,0.02779197,-0.01459636,1.327667,0.02749776,-0.2227377,1.564667,0.03081907,-0.5371226,1.50986,-0.1491852,-0.0378078,1.582022,-0.05929517,-0.5294868,1.47892,-0.1882843,-0.2144571,1.47493,0.2296625,-0.1981425,1.450593,NA,NA,NotTracked,NotTracked,
-0.7407227,0.8120117,0.4458008,0.05810547,-0.9423828,0.6401367,-4,-3,-2,10,-1,-2,8,-33,6,-2,-5,-15,0,-4,-4,15,181.1875,181.1875,181.1875,-107.4375,-107.4375,-107.4375,6.745506,5.892499,3.674243,3.330795,5.091098,5.209356,-0.01366415,-0.1354814,1.238784,0.03706319,0.03672722,1.357795,0.02432056,0.2265043,1.607443,0.043659,-0.12021,1.264667,0.04179817,0.02210083,1.32058,0.0270061,-0.2229083,1.563915,0.03060684,-0.536922,1.509822,-0.1481128,-0.03803957,1.581208,-0.05960823,-0.528955,1.480683,-0.1896291,-0.212743,1.475864,0.234915,-0.1846471,1.436439,NA,NA,Unknown,NotTracked,
-0.6704102,0.4863281,0.3525391,0.02246094,-1.147461,0.6318359,-20,6,6,1,0,-79,-7,7,-2,-3,-4,-17,-27,-5,-6,0,131.3125,131.3125,131.3125,-33.5,-33.5,-33.5,6.997928,6.1116,3.695915,3.235487,4.971184,5.180604,-0.01198333,-0.1627315,1.232218,0.06560241,0.03931867,1.361381,0.02398546,0.2271408,1.607718,0.04706627,-0.1704495,1.255412,0.03656065,0.03267172,1.311872,0.02668028,-0.2229805,1.563537,0.03035921,-0.5363319,1.50974,-0.1472888,-0.0383544,1.580427,-0.05976313,-0.5281271,1.482306,-0.1918759,-0.2125075,1.476162,0.2367585,-0.1750769,1.424171,NA,NA,Unknown,Closed,
-0.6367188,0.4155273,0.1289063,0.1352539,-1.121094,0.7294922,27,5,2,-1,31,34,-7,13,3,-1,-3,-12,-16,7,-1,-6,75.1875,75.1875,75.1875,-28.75,-28.75,-28.75,7.16379,6.21488,3.720289,3.212023,4.955269,5.149392,-0.01215439,-0.192343,1.235887,0.06081491,0.05094173,1.343445,0.02365337,0.2284873,1.608312,0.01844337,-0.2249463,1.230937,0.07417264,0.05177573,1.312782,0.02616669,-0.2232702,1.562865,0.02970321,-0.535814,1.509329,-0.148004,-0.03841715,1.580662,-0.06036397,-0.5277019,1.483098,-0.1958313,-0.2112525,1.477129,0.2535163,-0.1629814,1.417249,NA,NA,Unknown,Closed,
-0.4414063,0.3183594,0.2714844,0.08251953,-0.9907227,0.5986328,-29,-2,-2,1,0,-54,-63,-82,5,-2,-5,-12,-13,-18,-19,-9,29.8125,29.8125,29.8125,16.0625,16.0625,16.0625,7.200065,6.139909,3.678244,3.2302,5.008982,5.103547,-0.01258223,-0.1945434,1.247995,0.05203919,0.03748778,1.324223,0.02367454,0.2285933,1.608627,-0.02778628,-0.2150698,1.220347,0.0448515,0.06646228,1.321818,0.02602031,-0.2231809,1.562707,0.0295469,-0.5357406,1.509201,-0.148774,-0.03848799,1.58087,-0.06052746,-0.5276554,1.483333,-0.1963721,-0.2113044,1.477246,0.2594144,-0.1554335,1.412806,NA,NA,Unknown,Closed,
-0.5351563,0.2163086,-0.07421875,-0.1479492,-1.062012,0.4804688,20,9,15,92,-15,46,36,20,-1,-24,1,5,-8,-9,0,-3,29.25,29.25,29.25,2.6875,2.6875,2.6875,7.209766,5.985521,3.639441,3.236687,5.128895,5.051007,-0.006441071,-0.1833527,1.27502,0.04320333,-0.005642312,1.29296,0.02405182,0.2270165,1.609453,-0.000787288,-0.2097175,1.24705,0.04981475,0.0282383,1.305,0.02553296,-0.2230844,1.563465,0.02922872,-0.5355589,1.508922,-0.1504671,-0.03771898,1.582233,-0.06079274,-0.5275381,1.483613,-0.2163707,-0.2214023,1.468835,0.2679143,-0.1467434,1.409916,NA,NA,NotTracked,Unknown,
-0.5649414,0.4711914,-0.03222656,-0.1323242,-0.925293,0.4526367,36,5,6,6,-83,-15,45,89,0,4,2,6,1,-3,-6,-4,37.3125,37.3125,37.3125,28.4375,28.4375,28.4375,7.205832,5.889436,3.593355,3.255511,5.336485,5.002824,-0.002305573,-0.1708507,1.289678,0.04553624,-0.02724855,1.27988,0.02429048,0.226379,1.610003,0.02101804,-0.2008568,1.255733,0.04961567,0.009512751,1.302667,0.02558928,-0.2230361,1.564078,0.02921966,-0.5349022,1.508907,-0.149429,-0.03769546,1.581581,-0.06062295,-0.5268916,1.484082,-0.2125324,-0.217438,1.476794,0.2549851,-0.1407978,1.401205,NA,NA,NotTracked,NotTracked,
-0.4604492,0.7270508,0.04882813,-0.3046875,-0.8652344,0.2797852,-32,-9,-5,34,33,18,-9,-82,-4,0,0,-2,-3,24,-9,-6,-4.625,-4.625,-4.625,32.75,32.75,32.75,7.160682,5.678508,3.468472,3.274642,5.462365,4.968974,0.01363168,-0.1133679,1.231983,0.03221492,-0.105166,1.231968,0.02470519,0.225098,1.611136,0.00632879,-0.1451954,1.198675,0.043353,-0.06452693,1.229883,0.02609625,-0.2220534,1.565408,0.03025159,-0.5298256,1.509454,-0.1485603,-0.03757434,1.581313,-0.05818541,-0.5212795,1.483481,-0.2069372,-0.2198175,1.478699,0.2318261,-0.1195362,1.381651,NA,NA,NotTracked,NotTracked,
0.4536133,0.7866211,0.394043,-0.362793,-0.7148438,0.2836914,10,-27,-16,-17,9,-5,4,-9,0,0,1,1,-5,0,6,3,43.9375,43.9375,43.9375,5.8125,5.8125,5.8125,7.130935,5.108188,3.252542,3.295829,5.58318,4.956645,0.01971948,-0.1202345,1.234723,0.03580293,-0.1320779,1.22347,0.0246692,0.224605,1.611597,0.01309737,-0.1372273,1.193918,0.03446987,-0.0915911,1.230657,0.02621551,-0.2215971,1.565951,0.03043143,-0.5282384,1.509805,-0.1471616,-0.03762046,1.580564,-0.05770595,-0.5197749,1.483063,-0.2044262,-0.2205662,1.47837,0.2279559,-0.1253412,1.380661,NA,NA,NotTracked,NotTracked,
0.4536133,0.7866211,0.394043,-0.2719727,-0.7421875,0.3510742,-3,-9,-10,-10,-3,-7,-7,8,-6,-1,-1,-2,-5,-8,-4,-1,43.9375,43.9375,43.9375,-8.875,-8.875,-8.875,7.130935,5.108188,3.252542,3.291677,5.603638,4.978796,-0.03348278,-0.1106818,1.344987,0.0367515,-0.1915273,1.215413,0.02440067,0.2239032,1.612269,-0.01042362,-0.1286599,1.31086,0.01760537,-0.1624402,1.210862,0.02636328,-0.2208549,1.566895,0.0307479,-0.5262804,1.510524,-0.1460132,-0.03724255,1.580239,-0.0568832,-0.5178058,1.482209,-0.2013034,-0.2217887,1.479307,0.2538767,-0.1432335,1.405243,NA,NA,NotTracked,NotTracked,
0.3666992,1.464844,0.3510742,-0.4428711,-0.7392578,0.3374023,15,93,54,14,-1,-10,2,21,-17,-11,-10,-43,-7,-12,-8,-9,-31.9375,-31.9375,-31.9375,6.75,6.75,6.75,7.131402,4.730419,3.185431,3.306113,5.597556,5.018256,-0.03266084,-0.1053954,1.341968,0.0352625,-0.204493,1.215958,0.02407919,0.2237065,1.612669,-0.004977248,-0.1220699,1.308278,0.01098753,-0.1805962,1.202507,0.02623534,-0.2208483,1.568105,0.03072907,-0.5258263,1.510777,-0.1456575,-0.03708921,1.580175,-0.05677872,-0.5172908,1.481891,-0.2004446,-0.2220888,1.479026,0.2528298,-0.1475433,1.408308,NA,NA,NotTracked,NotTracked,
0.4013672,1.468262,0.3227539,-0.2329102,-0.7075195,0.5307617,-4,-52,27,7,-4,-5,-5,-9,-1,2,0,15,9,6,2,1,-66.875,-66.875,-66.875,1.875,1.875,1.875,7.067039,4.742763,3.201948,3.357506,5.500207,5.121861,-0.03269624,-0.1040123,1.336322,0.03015993,-0.2097673,1.216054,0.02394234,0.2236427,1.612757,-0.007810809,-0.1231392,1.304347,-0.007046277,-0.1905828,1.2407,0.02622681,-0.2206037,1.568376,0.03068962,-0.5253564,1.511191,-0.1456069,-0.03702107,1.580208,-0.05672248,-0.5169671,1.481841,-0.1995918,-0.2227878,1.479051,0.2520144,-0.1525325,1.412268,NA,NA,NotTracked,NotTracked,
0.2983398,1.304688,0.3413086,-0.1625977,-0.6269531,0.4589844,3,43,-10,27,9,-2,-2,-15,7,1,-37,10,-9,-13,-1,-1,-70.0625,-70.0625,-70.0625,8.9375,8.9375,8.9375,6.992766,4.832861,3.231253,3.390874,5.406936,5.198349,-0.03537804,-0.1141068,1.311616,0.02041832,-0.1557967,1.219714,0.02331145,0.2236442,1.612687,-0.03736971,-0.1489409,1.241,-0.01994682,-0.130889,1.255413,0.02620957,-0.220072,1.569361,0.03064451,-0.5236316,1.512104,-0.1452182,-0.03689547,1.580214,-0.05647878,-0.5156554,1.482572,-0.1990426,-0.2230759,1.479074,0.2489451,-0.1572422,1.411886,NA,NA,NotTracked,NotTracked,
